Country,City,Title,Price,Cleanliness,Accuracy,Check-in,Communication,Value,Bathroom,Bedroom and laundry,Entertainment,Heating and cooling,Privacy and safety,Internet and office,Kitchen and dining,Parking and facilities,Services
Croatia,Rijeka,Apartment David Zamet,,,,,,,0,"Washer, Hangers, Bed linens, Room-darkening shades, Clothing storage",0,Air conditioning,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Hot water kettle, Wine glasses",Free parking on premises,0
Croatia,Rijeka,Historic City Center Apartment | 1 min from bus,,,,,,,"Hair dryer, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage: closet","TV, Books and reading material","Air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Wine glasses, Toaster, Coffee",Paid parking off premises,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Rijeka,BaRi -Korzo,524,,,,,,"Hair dryer, Cleaning products, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser","Ethernet connection, HDTV with standard cable","Air conditioning, Heating",0,"Wifi – 34 Mbps
Verified by speed test. Stream 4K videos and join video calls.","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Wine glasses, Baking sheet, Dining table",Paid parking lot off premises,"Smoking allowed, Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Croatia,Rijeka,Vivan full of life,465,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Dryer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage: closet","Ethernet connection, 43 inch HDTV, Books and reading material, Skate ramp","AC - split type ductless system, Portable fans, Portable heater, Radiant heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Other gas stove, Oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Housekeeping available 2 days a week"
Croatia,Rijeka,Crib Six with balcony and free gated parking,,,,,,,"Hair dryer, Hot water","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage",TV,"Air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Wine glasses, Coffee",Free carport on premises – 1 space,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Self check-in, Keypad
Check yourself into the home with a door code"
Croatia,Rijeka,Fenced private garden with BBQ * * * *,,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Washer, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Mosquito net, Clothing storage: closet","TV, Books and reading material","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Whirpool refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, Bosch induction stove, Gorenje single oven, Hot water kettle, Coffee maker: drip coffee maker, espresso machine, Nespresso, Wine glasses, Toaster, Baking sheet, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table, Coffee","Free parking on premises, Free street parking","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Croatia,Osijek,Studio apartman Horvat 01,195,,,,,,"Hair dryer, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Mosquito net",TV,"Air conditioning, Central heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Wine glasses, Baking sheet, Dining table",Free parking on premises,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Self check-in, Lockbox"
Croatia,Osijek,Studio apartment Maks 3 Osijek,330,,,8/25/2025,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Safe, Clothing storage",0,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Stove, Hot water kettle, Wine glasses, Toaster, Kitchenette
Space where guests can heat up and refrigerate food, Dining table",Free parking on premises,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Housekeeping available 1 day a week - available at extra cost"
Croatia,Osijek,Deluxe apartment Lavanda**** - city centre+parking,343,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Mosquito net, Clothing storage: closet and dresser","55 inch HDTV, Sound system, Books and reading material","Air conditioning, Central heating",0,"Fast wifi – 102 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a common space with an ergonomic chair","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses, Toaster, Dining table, Coffee","Free parking on premises, Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Paid parking lot off premises, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code, Host greets you"
Croatia,Osijek,"THE PLACE, Self check-in",363,,,8/24/2025,,,"Hair dryer, Hot water","Washer, Iron",TV,"Air conditioning, Indoor fireplace, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker: Nespresso",Free parking on premises,"Self check-in, Lockbox"
Croatia,Osijek,BL Studio app,,,,8/24/2025,,,0,Washer,TV,"Air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals",Free parking on premises,"Pets allowed
Assistance animals are always allowed, Smoking allowed, Host greets you"
Croatia,Osijek,"Apartment Rose Residency-FreeParking, self checkIN",390,,,8/22/2025,,,"Hair dryer, Cleaning products, Dm shampoo, Dm conditioner, Dm body soap, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Mosquito net, Clothing storage: closet and dresser",Ethernet connection,"Central air conditioning, Central heating",0,"Fast wifi – 185 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Single oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Baking sheet, Dining table, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Smart lock"
Croatia,Osijek,Apartman Maris,484,,,8/30/2025,,,"Hair dryer, Cleaning products, Shampoo, Panten conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Mosquito net, Clothing storage: closet","45 inch HDTV with standard cable, Books and reading material","AC - split type ductless system, Central heating",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Gorenje refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Dishwasher, Indest electric stove, Indesit oven, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee","Free parking on premises, Free street parking, Paid parking garage off premises, Paid parking on premises","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Osijek,Apartman LocOs Sjenjak,343,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Mosquito net, Clothing storage","Ethernet connection, 50 inch TV, Books and reading material","Air conditioning, Central heating, Heating - split type ductless system",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Induction stove, Oven, Hot water kettle, Wine glasses, Baking sheet, Dining table, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Self check-in, Lockbox"
Croatia,Osijek,Sunrise Apartment,321,,,8/24/2025,,,"Hair dryer, Hot water","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Bed linens
Cotton linens, Room-darkening shades, Iron, Mosquito net","32 inch HDTV with Netflix, standard cable","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Gas stove, Oven",Free parking on premises,"Self check-in, Lockbox"
Croatia,Osijek,Apartman *Joy*,269,,,,,,"Hair dryer, Cleaning products, Shampoo, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet and dresser","81 inch HDTV, Books and reading material","Window AC unit, Central heating",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Gorenje refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Gorenje gas stove, Gorenje stainless steel oven, Hot water kettle, Toaster, Baking sheet, Coffee","Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Osijek,Studio apartman Park,262,,,8/25/2025,,,"Hair dryer, Shampoo, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron","Ethernet connection, 50 inch HDTV with HBO Max, standard cable","AC - split type ductless system, Heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Stainless steel electric stove, Oven, Coffee maker","Free parking on premises, Free street parking, EV charger
Guests can charge their electric vehicles on the property","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox, Host greets you"
